Movie,Year,value,Release Date,Production Budget,Domestic Gross,Worldwide Gross
Mulan,1998,BD Wong,"Jun 19, 1998",90000000,120620254,303500000.0
Mulan,1998,Miguel Ferrer,"Jun 19, 1998",90000000,120620254,303500000.0
Inglourious Basterds,2009,Brad Pitt,"Aug 21, 2009",70000000,120774594,316802281.0
Inglourious Basterds,2009,Diane Kruger,"Aug 21, 2009",70000000,120774594,316802281.0
Inglourious Basterds,2009,Eli Roth,"Aug 21, 2009",70000000,120774594,316802281.0
Inglourious Basterds,2009,Mélanie Laurent,"Aug 21, 2009",70000000,120774594,316802281.0
Seabiscuit,2003,Tobey Maguire,"Jul 25, 2003",86000000,120277854,148715342.0
Seabiscuit,2003,Jeff Bridges,"Jul 25, 2003",86000000,120277854,148715342.0
Seabiscuit,2003,Elizabeth Banks,"Jul 25, 2003",86000000,120277854,148715342.0
Seabiscuit,2003,Chris Cooper,"Jul 25, 2003",86000000,120277854,148715342.0
Van Helsing,2004,Hugh Jackman,"May 5, 2004",170000000,120150546,300150546.0
Van Helsing,2004,Kate Beckinsale,"May 5, 2004",170000000,120150546,300150546.0
Van Helsing,2004,Richard Roxburgh,"May 5, 2004",170000000,120150546,300150546.0
Van Helsing,2004,Shuler Hensley,"May 5, 2004",170000000,120150546,300150546.0
Four Christmases,2008,Reese Witherspoon,"Nov 26, 2008",80000000,120146040,168311558.0
Four Christmases,2008,Vince Vaughn,"Nov 26, 2008",80000000,120146040,168311558.0
Four Christmases,2008,Mary Steenburgen,"Nov 26, 2008",80000000,120146040,168311558.0
Four Christmases,2008,Robert Duvall,"Nov 26, 2008",80000000,120146040,168311558.0
The Mask,1994,Jim Carrey,"Jul 29, 1994",18000000,119920129,351620129.0
The Mask,1994,Cameron Diaz,"Jul 29, 1994",18000000,119920129,351620129.0
The Mask,1994,Peter Riegert,"Jul 29, 1994",18000000,119920129,351620129.0
The Mask,1994,Peter Greene,"Jul 29, 1994",18000000,119920129,351620129.0
Cloudy with a Chance of Meatballs 2,2013,Bill Hader,"Sep 26, 2013",78000000,119793567,274392649.0
Cloudy with a Chance of Meatballs 2,2013,Anna Faris,"Sep 26, 2013",78000000,119793567,274392649.0
Cloudy with a Chance of Meatballs 2,2013,Will Forte,"Sep 26, 2013",78000000,119793567,274392649.0
Cloudy with a Chance of Meatballs 2,2013,Neil Patrick Harris,"Sep 26, 2013",78000000,119793567,274392649.0
Hook,1991,Dustin Hoffman,"Dec 11, 1991",70000000,119654823,300854823.0
Hook,1991,Robin Williams,"Dec 11, 1991",70000000,119654823,300854823.0
Hook,1991,Julia Roberts,"Dec 11, 1991",70000000,119654823,300854823.0
Hook,1991,Bob Hoskins,"Dec 11, 1991",70000000,119654823,300854823.0
Walk the Line,2005,Joaquin Phoenix,"Nov 18, 2005",29000000,119519402,187707495.0
Walk the Line,2005,Reese Witherspoon,"Nov 18, 2005",29000000,119519402,187707495.0
Walk the Line,2005,Ginnifer Goodwin,"Nov 18, 2005",29000000,119519402,187707495.0
Walk the Line,2005,Robert Patrick,"Nov 18, 2005",29000000,119519402,187707495.0
G-Force,2009,Will Arnett,"Jul 24, 2009",150000000,119436770,292817841.0
G-Force,2009,Penélope Cruz,"Jul 24, 2009",150000000,119436770,292817841.0
G-Force,2009,Zach Galifianakis,"Jul 24, 2009",150000000,119436770,292817841.0
G-Force,2009,Bill Nighy,"Jul 24, 2009",150000000,119436770,292817841.0
Total Recall,1990,Arnold Schwarzenegger,"Jun 1, 1990",65000000,119394839,261399830.0
Total Recall,1990,Sharon Stone,"Jun 1, 1990",65000000,119394839,261399830.0
Total Recall,1990,Michael Ironside,"Jun 1, 1990",65000000,119394839,261399830.0
Total Recall,1990,Rachel Ticotin,"Jun 1, 1990",65000000,119394839,261399830.0
The Other Guys,2010,Will Ferrell,"Aug 6, 2010",100000000,119219978,170936470.0
The Other Guys,2010,Mark Wahlberg,"Aug 6, 2010",100000000,119219978,170936470.0
The Other Guys,2010,Derek Jeter,"Aug 6, 2010",100000000,119219978,170936470.0
The Other Guys,2010,Eva Mendes,"Aug 6, 2010",100000000,119219978,170936470.0
The Sum of All Fears,2002,Ben Affleck,"May 31, 2002",68000000,118471320,193500000.0
The Sum of All Fears,2002,Morgan Freeman,"May 31, 2002",68000000,118471320,193500000.0
The Sum of All Fears,2002,Ian Mongrain,"May 31, 2002",68000000,118471320,193500000.0
The Sum of All Fears,2002,Russell Bobbitt,"May 31, 2002",68000000,118471320,193500000.0
Hairspray,2007,John Travolta,"Jul 20, 2007",75000000,118871849,202822861.0
Hairspray,2007,Queen Latifah,"Jul 20, 2007",75000000,118871849,202822861.0
Hairspray,2007,Nikki Blonsky,"Jul 20, 2007",75000000,118871849,202822861.0
Hairspray,2007,Michelle Pfeiffer,"Jul 20, 2007",75000000,118871849,202822861.0
The Break-Up,2006,Jennifer Aniston,"Jun 2, 2006",52000000,118703275,205727307.0
The Break-Up,2006,Vince Vaughn,"Jun 2, 2006",52000000,118703275,205727307.0
The Break-Up,2006,Jon Favreau,"Jun 2, 2006",52000000,118703275,205727307.0
The Break-Up,2006,Joey Lauren Adams,"Jun 2, 2006",52000000,118703275,205727307.0
Blades of Glory,2007,Will Ferrell,"Mar 30, 2007",61000000,118594548,145594548.0
Blades of Glory,2007,Jon Heder,"Mar 30, 2007",61000000,118594548,145594548.0
Blades of Glory,2007,Amy Poehler,"Mar 30, 2007",61000000,118594548,145594548.0
Blades of Glory,2007,Will Arnett,"Mar 30, 2007",61000000,118594548,145594548.0
Back to the Future Part II,1989,Michael J. Fox,"Nov 22, 1989",40000000,118450002,331971868.0
Back to the Future Part II,1989,Christopher Lloyd,"Nov 22, 1989",40000000,118450002,331971868.0
Back to the Future Part II,1989,Lea Thompson,"Nov 22, 1989",40000000,118450002,331971868.0
Back to the Future Part II,1989,Tom Wilson,"Nov 22, 1989",40000000,118450002,331971868.0
Salt,2010,Angelina Jolie,"Jul 23, 2010",130000000,118311368,290650494.0
Salt,2010,Liev Schreiber,"Jul 23, 2010",130000000,118311368,290650494.0
Salt,2010,Chiwetel Ejiofor,"Jul 23, 2010",130000000,118311368,290650494.0
Salt,2010,Daniel Olbrychski,"Jul 23, 2010",130000000,118311368,290650494.0
Now You See Me,2013,Jesse Eisenberg,"May 31, 2013",75000000,117723989,342769200.0
Now You See Me,2013,Common,"May 31, 2013",75000000,117723989,342769200.0
Now You See Me,2013,Mark Ruffalo,"May 31, 2013",75000000,117723989,342769200.0
Now You See Me,2013,Woody Harrelson,"May 31, 2013",75000000,117723989,342769200.0
Big Momma's House,2000,Martin Lawrence,"Jun 2, 2000",33000000,117559438,173559438.0
Big Momma's House,2000,Nia Long,"Jun 2, 2000",33000000,117559438,173559438.0
Big Momma's House,2000,Paul Giamatti,"Jun 2, 2000",33000000,117559438,173559438.0
Big Momma's House,2000,Jascha Washington,"Jun 2, 2000",33000000,117559438,173559438.0
Die Hard 2,1990,Bruce Willis,"Jul 3, 1990",70000000,117323878,239813888.0
Die Hard 2,1990,William Atherton,"Jul 3, 1990",70000000,117323878,239813888.0
Die Hard 2,1990,Bonnie Bedelia,"Jul 3, 1990",70000000,117323878,239813888.0
Die Hard 2,1990,Reginald VelJohnson,"Jul 3, 1990",70000000,117323878,239813888.0
Horrible Bosses,2011,Jason Bateman,"Jul 8, 2011",35000000,117538559,212417601.0
Horrible Bosses,2011,Charlie Day,"Jul 8, 2011",35000000,117538559,212417601.0
Horrible Bosses,2011,Jason Sudeikis,"Jul 8, 2011",35000000,117538559,212417601.0
Horrible Bosses,2011,Steve Wiebe,"Jul 8, 2011",35000000,117538559,212417601.0
The Nun,2018,Demián Bichir,"Jul 27, 2018",22000000,117450119,363391647.0
The Nun,2018,Taissa Farmiga,"Jul 27, 2018",22000000,117450119,363391647.0
The Nun,2018,Jonas Bloquet,"Jul 27, 2018",22000000,117450119,363391647.0
The Nun,2018,Bonnie Aarons,"Jul 27, 2018",22000000,117450119,363391647.0
Ocean's Thirteen,2007,George Clooney,"Jun 8, 2007",85000000,117144465,311744465.0
Ocean's Thirteen,2007,Brad Pitt,"Jun 8, 2007",85000000,117144465,311744465.0
Ocean's Thirteen,2007,Matt Damon,"Jun 8, 2007",85000000,117144465,311744465.0
Ocean's Thirteen,2007,Michael Mantell,"Jun 8, 2007",85000000,117144465,311744465.0
Jungle Cruise,2021,Dwayne Johnson,"Jul 28, 2021",200000000,116987516,210469803.0
Jungle Cruise,2021,Emily Blunt,"Jul 28, 2021",200000000,116987516,210469803.0
Jungle Cruise,2021,Edgar Ramírez,"Jul 28, 2021",200000000,116987516,210469803.0
Jungle Cruise,2021,Jack Whitehall,"Jul 28, 2021",200000000,116987516,210469803.0
S.W.A.T.,2003,Samuel L. Jackson,"Aug 8, 2003",70000000,116877597,207154748.0
S.W.A.T.,2003,Colin Farrell,"Aug 8, 2003",70000000,116877597,207154748.0
S.W.A.T.,2003,Michelle Rodriguez,"Aug 8, 2003",70000000,116877597,207154748.0
S.W.A.T.,2003,LL Cool J,"Aug 8, 2003",70000000,116877597,207154748.0
The Wolf of Wall Street,2013,Leonardo DiCaprio,"Dec 25, 2013",100000000,116949183,389816136.0
The Wolf of Wall Street,2013,Jonah Hill,"Dec 25, 2013",100000000,116949183,389816136.0
The Wolf of Wall Street,2013,Margot Robbie,"Dec 25, 2013",100000000,116949183,389816136.0
The Wolf of Wall Street,2013,Matthew McConaughey,"Dec 25, 2013",100000000,116949183,389816136.0
Double Jeopardy,1999,Ashley Judd,"Sep 24, 1999",40000000,116735231,177835231.0
Double Jeopardy,1999,Tommy Lee Jones,"Sep 24, 1999",40000000,116735231,177835231.0
Double Jeopardy,1999,Bruce Greenwood,"Sep 24, 1999",40000000,116735231,177835231.0
Double Jeopardy,1999,Benjamin Weir,"Sep 24, 1999",40000000,116735231,177835231.0
8 Mile,2002,Eminem,"Nov 8, 2002",41000000,116724075,245768384.0
8 Mile,2002,Brittany Murphy,"Nov 8, 2002",41000000,116724075,245768384.0
8 Mile,2002,Kim Basinger,"Nov 8, 2002",41000000,116724075,245768384.0
8 Mile,2002,Mekhi Phifer,"Nov 8, 2002",41000000,116724075,245768384.0
Green Lantern,2011,Ryan Reynolds,"Jun 17, 2011",200000000,116601172,219535492.0
Green Lantern,2011,Blake Lively,"Jun 17, 2011",200000000,116601172,219535492.0
Green Lantern,2011,Peter Sarsgaard,"Jun 17, 2011",200000000,116601172,219535492.0
Green Lantern,2011,Mark Strong,"Jun 17, 2011",200000000,116601172,219535492.0
Notting Hill,1999,Hugh Grant,"May 28, 1999",42000000,116089678,363718196.0
Notting Hill,1999,Julia Roberts,"May 28, 1999",42000000,116089678,363718196.0
Notting Hill,1999,Richard McCabe,"May 28, 1999",42000000,116089678,363718196.0
Notting Hill,1999,Rhys Ifans,"May 28, 1999",42000000,116089678,363718196.0
Ghost Rider,2007,Nicolas Cage,"Feb 16, 2007",120000000,115802596,229545589.0
Ghost Rider,2007,Eva Mendes,"Feb 16, 2007",120000000,115802596,229545589.0
Ghost Rider,2007,Sam Elliott,"Feb 16, 2007",120000000,115802596,229545589.0
Ghost Rider,2007,Matt Long,"Feb 16, 2007",120000000,115802596,229545589.0
Creed II,2018,Michael B. Jordan,"Nov 21, 2018",50000000,115715889,213591522.0
Creed II,2018,Sylvester Stallone,"Nov 21, 2018",50000000,115715889,213591522.0
Creed II,2018,Tessa Thompson,"Nov 21, 2018",50000000,115715889,213591522.0
Creed II,2018,Phylicia Rashad,"Nov 21, 2018",50000000,115715889,213591522.0
Remember the Titans,2000,Denzel Washington,"Sep 29, 2000",30000000,115719751,136771683.0
Remember the Titans,2000,Will Patton,"Sep 29, 2000",30000000,115719751,136771683.0
Remember the Titans,2000,Wood Harris,"Sep 29, 2000",30000000,115719751,136771683.0
Remember the Titans,2000,Ryan Hurst,"Sep 29, 2000",30000000,115719751,136771683.0
District 9,2009,Sharlto Copley,"Aug 14, 2009",30000000,115646235,212453431.0
District 9,2009,David James,"Aug 14, 2009",30000000,115646235,212453431.0
District 9,2009,Jason Cope,"Aug 14, 2009",30000000,115646235,212453431.0
District 9,2009,Nathalie Boltt,"Aug 14, 2009",30000000,115646235,212453431.0
Unbroken,2014,Jack O'Connell,"Dec 25, 2014",65000000,115637895,163527824.0
Unbroken,2014,Miyavi,"Dec 25, 2014",65000000,115637895,163527824.0
Unbroken,2014,Domhnall Gleeson,"Dec 25, 2014",65000000,115637895,163527824.0
Unbroken,2014,Garrett Hedlund,"Dec 25, 2014",65000000,115637895,163527824.0
Peter Rabbit,2018,James Corden,"Feb 8, 2018",50000000,115234093,346727372.0
Peter Rabbit,2018,Fayssal Bazzi,"Feb 8, 2018",50000000,115234093,346727372.0
Peter Rabbit,2018,Domhnall Gleeson,"Feb 8, 2018",50000000,115234093,346727372.0
Peter Rabbit,2018,Sia,"Feb 8, 2018",50000000,115234093,346727372.0
Girls Trip,2017,Regina Hall,"Jul 20, 2017",28000000,115108515,140886353.0
Girls Trip,2017,Queen Latifah,"Jul 20, 2017",28000000,115108515,140886353.0
Girls Trip,2017,Jada Pinkett Smith,"Jul 20, 2017",28000000,115108515,140886353.0
Girls Trip,2017,Tiffany Haddish,"Jul 20, 2017",28000000,115108515,140886353.0
Big,1988,Tom Hanks,"Jun 3, 1988",18000000,114968774,151665347.0
Big,1988,Elizabeth Perkins,"Jun 3, 1988",18000000,114968774,151665347.0
Big,1988,Robert Loggia,"Jun 3, 1988",18000000,114968774,151665347.0
Big,1988,John Heard,"Jun 3, 1988",18000000,114968774,151665347.0
Dumbo,2019,Colin Farrell,"Mar 27, 2019",170000000,114766307,353166307.0
Dumbo,2019,Michael Keaton,"Mar 27, 2019",170000000,114766307,353166307.0
Dumbo,2019,Danny DeVito,"Mar 27, 2019",170000000,114766307,353166307.0
Dumbo,2019,Eva Green,"Mar 27, 2019",170000000,114766307,353166307.0
Fifty Shades Darker,2017,Dakota Johnson,"Feb 8, 2017",55000000,114434010,381367046.0
Fifty Shades Darker,2017,Jamie Dornan,"Feb 8, 2017",55000000,114434010,381367046.0
Fifty Shades Darker,2017,Eric Johnson,"Feb 8, 2017",55000000,114434010,381367046.0
Fifty Shades Darker,2017,Eloise Mumford,"Feb 8, 2017",55000000,114434010,381367046.0
Dodgeball: A True Underdog Story,2004,Ben Stiller,"Jun 18, 2004",30000000,114326736,167791704.0
Dodgeball: A True Underdog Story,2004,Christine Taylor,"Jun 18, 2004",30000000,114326736,167791704.0
Dodgeball: A True Underdog Story,2004,Vince Vaughn,"Jun 18, 2004",30000000,114326736,167791704.0
Dodgeball: A True Underdog Story,2004,Rip Torn,"Jun 18, 2004",30000000,114326736,167791704.0
The Village,2004,Sigourney Weaver,"Jul 30, 2004",71682975,114197520,257641634.0
The Village,2004,William Hurt,"Jul 30, 2004",71682975,114197520,257641634.0
The Village,2004,Joaquin Phoenix,"Jul 30, 2004",71682975,114197520,257641634.0
The Village,2004,Bryce Dallas Howard,"Jul 30, 2004",71682975,114197520,257641634.0
Bolt,2008,John Travolta,"Nov 21, 2008",150000000,114053579,328015029.0
Bolt,2008,Miley Cyrus,"Nov 21, 2008",150000000,114053579,328015029.0
Bolt,2008,Susie Essman,"Nov 21, 2008",150000000,114053579,328015029.0
Bolt,2008,Mark Walton,"Nov 21, 2008",150000000,114053579,328015029.0
Maleficent: Mistress of Evil,2019,Angelina Jolie,"Oct 17, 2019",185000000,113929605,489181357.0
Maleficent: Mistress of Evil,2019,Elle Fanning,"Oct 17, 2019",185000000,113929605,489181357.0
Maleficent: Mistress of Evil,2019,Harris Dickinson,"Oct 17, 2019",185000000,113929605,489181357.0
Maleficent: Mistress of Evil,2019,Michelle Pfeiffer,"Oct 17, 2019",185000000,113929605,489181357.0
Wild Wild West,1999,Will Smith,"Jun 30, 1999",175000000,113805681,221229335.0
Wild Wild West,1999,Kevin Kline,"Jun 30, 1999",175000000,113805681,221229335.0
Wild Wild West,1999,Kenneth Branagh,"Jun 30, 1999",175000000,113805681,221229335.0
Wild Wild West,1999,Salma Hayek,"Jun 30, 1999",175000000,113805681,221229335.0
Night at the Museum: Secret of the Tomb,2014,Ben Stiller,"Dec 18, 2014",127000000,113746621,353756621.0
Night at the Museum: Secret of the Tomb,2014,Robin Williams,"Dec 18, 2014",127000000,113746621,353756621.0
Night at the Museum: Secret of the Tomb,2014,Owen Wilson,"Dec 18, 2014",127000000,113746621,353756621.0
Night at the Museum: Secret of the Tomb,2014,Dick Van Dyke,"Dec 18, 2014",127000000,113746621,353756621.0
Magic Mike,2012,Channing Tatum,"Jun 28, 2012",7000000,113721571,170549753.0
Magic Mike,2012,Alex Pettyfer,"Jun 28, 2012",7000000,113721571,170549753.0
Magic Mike,2012,Olivia Munn,"Jun 28, 2012",7000000,113721571,170549753.0
Magic Mike,2012,Matthew McConaughey,"Jun 28, 2012",7000000,113721571,170549753.0
The Addams Family,1991,Anjelica Huston,"Nov 22, 1991",30000000,113502246,191502243.0
The Addams Family,1991,Raul Julia,"Nov 22, 1991",30000000,113502246,191502243.0
The Addams Family,1991,Christopher Lloyd,"Nov 22, 1991",30000000,113502246,191502243.0
The Addams Family,1991,Dan Hedaya,"Nov 22, 1991",30000000,113502246,191502243.0
The Patriot,2000,Mel Gibson,"Jun 28, 2000",110000000,113330342,215300000.0
The Patriot,2000,Heath Ledger,"Jun 28, 2000",110000000,113330342,215300000.0
The Patriot,2000,Joely Richardson,"Jun 28, 2000",110000000,113330342,215300000.0
The Patriot,2000,Jason Isaacs,"Jun 28, 2000",110000000,113330342,215300000.0
Bad Moms,2016,Mila Kunis,"Jul 29, 2016",20000000,113257297,180485601.0
Bad Moms,2016,Kathryn Hahn,"Jul 29, 2016",20000000,113257297,180485601.0
Bad Moms,2016,Kristen Bell,"Jul 29, 2016",20000000,113257297,180485601.0
Bad Moms,2016,Christina Applegate,"Jul 29, 2016",20000000,113257297,180485601.0
The Bourne Legacy,2012,Jeremy Renner,"Aug 10, 2012",125000000,113203870,280355920.0
The Bourne Legacy,2012,Rachel Weisz,"Aug 10, 2012",125000000,113203870,280355920.0
The Bourne Legacy,2012,Edward Norton,"Aug 10, 2012",125000000,113203870,280355920.0
The Bourne Legacy,2012,Scott Glenn,"Aug 10, 2012",125000000,113203870,280355920.0
The Pacifier,2005,Vin Diesel,"Mar 4, 2005",56000000,113006880,198006880.0
The Pacifier,2005,Brittany Snow,"Mar 4, 2005",56000000,113006880,198006880.0
The Pacifier,2005,Max Thieriot,"Mar 4, 2005",56000000,113006880,198006880.0
The Pacifier,2005,Brad Garrett,"Mar 4, 2005",56000000,113006880,198006880.0
Dr. Dolittle 2,2001,Eddie Murphy,"Jun 22, 2001",72000000,112950721,176101721.0
Dr. Dolittle 2,2001,Cedric the Entertainer,"Jun 22, 2001",72000000,112950721,176101721.0
Dr. Dolittle 2,2001,Kristen Wilson,"Jun 22, 2001",72000000,112950721,176101721.0
Dr. Dolittle 2,2001,Raven-Symoné,"Jun 22, 2001",72000000,112950721,176101721.0
Spy Kids,2001,Alexa PenaVega,"Mar 30, 2001",35000000,112692062,197692062.0
Spy Kids,2001,Daryl Sabara,"Mar 30, 2001",35000000,112692062,197692062.0
Spy Kids,2001,Antonio Banderas,"Mar 30, 2001",35000000,112692062,197692062.0
Spy Kids,2001,Carla Gugino,"Mar 30, 2001",35000000,112692062,197692062.0
Face/Off,1997,John Travolta,"Jun 27, 1997",80000000,112276146,241199984.0
Face/Off,1997,Nicolas Cage,"Jun 27, 1997",80000000,112276146,241199984.0
Face/Off,1997,Joan Allen,"Jun 27, 1997",80000000,112276146,241199984.0
Face/Off,1997,Alessandro Nivola,"Jun 27, 1997",80000000,112276146,241199984.0
One Flew Over the Cuckoo's Nest,1975,Jack Nicholson,"Nov 19, 1975",4400000,108981275,163274115.0
One Flew Over the Cuckoo's Nest,1975,Louise Fletcher,"Nov 19, 1975",4400000,108981275,163274115.0
One Flew Over the Cuckoo's Nest,1975,Michael Berryman,"Nov 19, 1975",4400000,108981275,163274115.0
One Flew Over the Cuckoo's Nest,1975,Peter Brocco,"Nov 19, 1975",4400000,108981275,163274115.0
Twins,1988,Arnold Schwarzenegger,"Dec 9, 1988",15000000,111936388,216600000.0
Twins,1988,Danny DeVito,"Dec 9, 1988",15000000,111936388,216600000.0
Twins,1988,Kelly Preston,"Dec 9, 1988",15000000,111936388,216600000.0
Twins,1988,Chloe Webb,"Dec 9, 1988",15000000,111936388,216600000.0
Doctor Zhivago,1965,Omar Sharif,"Dec 22, 1965",11000000,111897830,112040388.0
Doctor Zhivago,1965,Julie Christie,"Dec 22, 1965",11000000,111897830,112040388.0
Doctor Zhivago,1965,Geraldine Chaplin,"Dec 22, 1965",11000000,111897830,112040388.0
Doctor Zhivago,1965,Rod Steiger,"Dec 22, 1965",11000000,111897830,112040388.0
Enemy of the State,1998,Will Smith,"Nov 20, 1998",85000000,111549836,250649836.0
Enemy of the State,1998,Gene Hackman,"Nov 20, 1998",85000000,111549836,250649836.0
Enemy of the State,1998,Jon Voight,"Nov 20, 1998",85000000,111549836,250649836.0
Enemy of the State,1998,Lisa Bonet,"Nov 20, 1998",85000000,111549836,250649836.0
Mr. Peabody & Sherman,2014,Ty Burrell,"Feb 20, 2014",145000000,111506430,269806430.0
Mr. Peabody & Sherman,2014,Max Charles,"Feb 20, 2014",145000000,111506430,269806430.0
Mr. Peabody & Sherman,2014,Stephen Colbert,"Feb 20, 2014",145000000,111506430,269806430.0
Mr. Peabody & Sherman,2014,Leslie Mann,"Feb 20, 2014",145000000,111506430,269806430.0
The Last Samurai,2003,Tom Cruise,"Dec 5, 2003",140000000,111110575,456810575.0
The Last Samurai,2003,Ken Watanabe,"Dec 5, 2003",140000000,111110575,456810575.0
The Last Samurai,2003,Billy Connolly,"Dec 5, 2003",140000000,111110575,456810575.0
The Last Samurai,2003,William Atherton,"Dec 5, 2003",140000000,111110575,456810575.0
Glass,2019,James McAvoy,"Jan 17, 2019",20000000,111048468,246999039.0
